   -81.96966553   -81.76193053   -81.55419554   -81.34646055   -81.13872556   -80.93099056   -80.72325557   -80.51552058   -80.30778559   -80.10005059   -79.89231560   -79.68458061   -79.47684561   -79.26911062   -79.06137563   -78.85364064   -78.64590564   -78.43817065   -78.23043566   -78.02270067   -77.81496567   -77.60723068   -77.39949569   -77.19176070   -76.98402570   -76.77629071   -76.56855572   -76.36082072   -76.15308573   -75.94535074   -75.73761575   -75.52988075   -75.32214576   -75.11441077   -74.90667578   -74.69894078   -74.49120579   -74.28347080   -74.07573580   -73.86800081   -73.66026582   -73.45253083   -73.24479583   -73.03706084   -72.82932585   -72.62159086   -72.41385586   -72.20612087   -71.99838588   -71.79065088   -71.58291589   -71.37518090   -71.16744591   -70.95971091   -70.75197592   -70.54424093   -70.33650594   -70.12877094   -69.92103595   -69.71330096   -69.50556597   -69.29783097   -69.09009598   -68.88236099   -68.67462599   -68.46689100   -68.25915601   -68.05142102   -67.84368602   -67.63595103   -67.42821604   -67.22048105   -67.01274605   -66.80501106   -66.59727607   -66.38954107   -66.18180608   -65.97407109   -65.76633610   -65.55860110   -65.35086611   -65.14313112   -64.93539613   -64.72766113
   -81.99996997   -81.79223497   -81.58449998   -81.37676499   -81.16903000   -80.96129500   -80.75356001   -80.54582502   -80.33809003   -80.13035503   -79.92262004   -79.71488505   -79.50715005   -79.29941506   -79.09168007   -78.88394508   -78.67621008   -78.46847509   -78.26074010   -78.05300511   -77.84527011   -77.63753512   -77.42980013   -77.22206513   -77.01433014   -76.80659515   -76.59886016   -76.39112516   -76.18339017   -75.97565518   -75.76792019   -75.56018519   -75.35245020   -75.14471521   -74.93698021   -74.72924522   -74.52151023   -74.31377524   -74.10604024   -73.89830525   -73.69057026   -73.48283527   -73.27510027   -73.06736528   -72.85963029   -72.65189530   -72.44416030   -72.23642531   -72.02869032   -71.82095532   -71.61322033   -71.40548534   -71.19775035   -70.99001535   -70.78228036   -70.57454537   -70.36681038   -70.15907538   -69.95134039   -69.74360540   -69.53587040   -69.32813541   -69.12040042   -68.91266543   -68.70493043   -68.49719544   -68.28946045   -68.08172546   -67.87399046   -67.66625547   -67.45852048   -67.25078548   -67.04305049   -66.83531550   -66.62758051   -66.41984551   -66.21211052   -66.00437553   -65.79664054   -65.58890554   -65.38117055   -65.17343556   -64.94772758   -64.68337770
   -82.03027441   -81.82253941   -81.61480442   -81.40706943   -81.19933444   -80.99159944   -80.78386445   -80.57612946   -80.36839446   -80.16065947   -79.95292448   -79.74518949   -79.53745449   -79.32971950   -79.12198451   -78.91424952   -78.70651452   -78.49877953   -78.29104454   -78.08330954   -77.87557455   -77.66783956   -77.46010457   -77.25236957   -77.04463458   -76.83689959   -76.62916460   -76.42142960   -76.21369461   -76.00595962   -75.79822463   -75.59048963   -75.38275464   -75.17501965   -74.96728465   -74.75954966   -74.55181467   -74.34407968   -74.13634468   -73.92860969   -73.72087470   -73.51313971   -73.30540471   -73.09766972   -72.88993473   -72.68219973   -72.47446474   -72.26672975   -72.05899476   -71.85125976   -71.64352477   -71.43578978   -71.22805479   -71.02031979   -70.81258480   -70.60484981   -70.39711481   -70.18937982   -69.98164483   -69.77390984   -69.56617484   -69.35843985   -69.15070486   -68.94296987   -68.73523487   -68.52749988   -68.31976489   -68.11202990   -67.90429490   -67.69655991   -67.48882492   -67.28108992   -67.07335493   -66.86561994   -66.65788495   -66.45014995   -66.24241496   -66.03467997   -65.82694498   -65.61920998   -65.41147499   -65.16779404   -64.90344416   -64.63909428
   -82.06057885   -81.85284385   -81.64510886   -81.43737387   -81.22963887   -81.02190388   -80.81416889   -80.60643390   -80.39869890   -80.19096391   -79.98322892   -79.77549393   -79.56775893   -79.36002394   -79.15228895   -78.94455396   -78.73681896   -78.52908397   -78.32134898   -78.11361398   -77.90587899   -77.69814400   -77.49040901   -77.28267401   -77.07493902   -76.86720403   -76.65946904   -76.45173404   -76.24399905   -76.03626406   -75.82852906   -75.62079407   -75.41305908   -75.20532409   -74.99758909   -74.78985410   -74.58211911   -74.37438412   -74.16664912   -73.95891413   -73.75117914   -73.54344414   -73.33570915   -73.12797416   -72.92023917   -72.71250417   -72.50476918   -72.29703419   -72.08929920   -71.88156420   -71.67382921   -71.46609422   -71.25835923   -71.05062423   -70.84288924   -70.63515425   -70.42741925   -70.21968426   -70.01194927   -69.80421428   -69.59647928   -69.38874429   -69.18100930   -68.97327431   -68.76553931   -68.55780432   -68.35006933   -68.14233433   -67.93459934   -67.72686435   -67.51912936   -67.31139436   -67.10365937   -66.89592438   -66.68818939   -66.48045439   -66.27271940   -66.06498441   -65.85724941   -65.64951442   -65.38786049   -65.12351061   -64.85916073   -64.59481085
   -82.09088329   -81.88314829   -81.67541330   -81.46767831   -81.25994331   -81.05220832   -80.84447333   -80.63673834   -80.42900334   -80.22126835   -80.01353336   -79.80579837   -79.59806337   -79.39032838   -79.18259339   -78.97485839   -78.76712340   -78.55938841   -78.35165342   -78.14391842   -77.93618343   -77.72844844   -77.52071345   -77.31297845   -77.10524346   -76.89750847   -76.68977347   -76.48203848   -76.27430349   -76.06656850   -75.85883350   -75.65109851   -75.44336352   -75.23562853   -75.02789353   -74.82015854   -74.61242355   -74.40468856   -74.19695356   -73.98921857   -73.78148358   -73.57374858   -73.36601359   -73.15827860   -72.95054361   -72.74280861   -72.53507362   -72.32733863   -72.11960364   -71.91186864   -71.70413365   -71.49639866   -71.28866366   -71.08092867   -70.87319368   -70.66545869   -70.45772369   -70.24998870   -70.04225371   -69.83451872   -69.62678372   -69.41904873   -69.21131374   -69.00357874   -68.79584375   -68.58810876   -68.38037377   -68.17263877   -67.96490378   -67.75716879   -67.54943380   -67.34169880   -67.13396381   -66.92622882   -66.71849383   -66.51075883   -66.30302384   -66.09528885   -65.87227682   -65.60792694   -65.34357706   -65.07922718   -64.81487730   -64.55052742
   -82.12118772   -81.91345273   -81.70571774   -81.49798275   -81.29024775   -81.08251276   -80.87477777   -80.66704278   -80.45930778   -80.25157279   -80.04383780   -79.83610281   -79.62836781   -79.42063282   -79.21289783   -79.00516283   -78.79742784   -78.58969285   -78.38195786   -78.17422286   -77.96648787   -77.75875288   -77.55101789   -77.34328289   -77.13554790   -76.92781291   -76.72007791   -76.51234292   -76.30460793   -76.09687294   -75.88913794   -75.68140295   -75.47366796   -75.26593297   -75.05819797   -74.85046298   -74.64272799   -74.43499299   -74.22725800   -74.01952301   -73.81178802   -73.60405302   -73.39631803   -73.18858304   -72.98084805   -72.77311305   -72.56537806   -72.35764307   -72.14990807   -71.94217308   -71.73443809   -71.52670310   -71.31896810   -71.11123311   -70.90349812   -70.69576313   -70.48802813   -70.28029314   -70.07255815   -69.86482316   -69.65708816   -69.44935317   -69.24161818   -69.03388318   -68.82614819   -68.61841320   -68.41067821   -68.20294321   -67.99520822   -67.78747323   -67.57973824   -67.37200324   -67.16426825   -66.95653326   -66.74879826   -66.54106327   -66.33332828   -66.09234327   -65.82799339   -65.56364351   -65.29929363   -65.03494375   -64.77059387   -64.50624399
   -82.15149216   -81.94375717   -81.73602218   -81.52828719   -81.32055219   -81.11281720   -80.90508221   -80.69734722   -80.48961222   -80.28187723   -80.07414224   -79.86640724   -79.65867225   -79.45093726   -79.24320227   -79.03546727   -78.82773228   -78.61999729   -78.41226230   -78.20452730   -77.99679231   -77.78905732   -77.58132232   -77.37358733   -77.16585234   -76.95811735   -76.75038235   -76.54264736   -76.33491237   -76.12717738   -75.91944238   -75.71170739   -75.50397240   -75.29623740   -75.08850241   -74.88076742   -74.67303243   -74.46529743   -74.25756244   -74.04982745   -73.84209246   -73.63435746   -73.42662247   -73.21888748   -73.01115249   -72.80341749   -72.59568250   -72.38794751   -72.18021251   -71.97247752   -71.76474253   -71.55700754   -71.34927254   -71.14153755   -70.93380256   -70.72606757   -70.51833257   -70.31059758   -70.10286259   -69.89512759   -69.68739260   -69.47965761   -69.27192262   -69.06418762   -68.85645263   -68.64871764   -68.44098265   -68.23324765   -68.02551266   -67.81777767   -67.61004267   -67.40230768   -67.19457269   -66.98683770   -66.77910270   -66.57136771   -66.31240973   -66.04805985   -65.78370997   -65.51936009   -65.25501021   -64.99066033   -64.72631045   -64.46196057
   -82.18179660   -81.97406161   -81.76632662   -81.55859163   -81.35085663   -81.14312164   -80.93538665   -80.72765165   -80.51991666   -80.31218167   -80.10444668   -79.89671168   -79.68897669   -79.48124170   -79.27350671   -79.06577171   -78.85803672   -78.65030173   -78.44256674   -78.23483174   -78.02709675   -77.81936176   -77.61162676   -77.40389177   -77.19615678   -76.98842179   -76.78068679   -76.57295180   -76.36521681   -76.15748182   -75.94974682   -75.74201183   -75.53427684   -75.32654184   -75.11880685   -74.91107186   -74.70333687   -74.49560187   -74.28786688   -74.08013189   -73.87239690   -73.66466190   -73.45692691   -73.24919192   -73.04145692   -72.83372193   -72.62598694   -72.41825195   -72.21051695   -72.00278196   -71.79504697   -71.58731198   -71.37957698   -71.17184199   -70.96410700   -70.75637200   -70.54863701   -70.34090202   -70.13316703   -69.92543203   -69.71769704   -69.50996205   -69.30222706   -69.09449206   -68.88675707   -68.67902208   -68.47128709   -68.26355209   -68.05581710   -67.84808211   -67.64034711   -67.43261212   -67.22487713   -67.01714214   -66.79682606   -66.53247618   -66.26812630   -66.00377642   -65.73942654   -65.47507666   -65.21072678   -64.94637690   -64.68202702   -64.41767714
   -82.21210104   -82.00436605   -81.79663106   -81.58889607   -81.38116107   -81.17342608   -80.96569109   -80.75795609   -80.55022110   -80.34248611   -80.13475112   -79.92701612   -79.71928113   -79.51154614   -79.30381115   -79.09607615   -78.88834116   -78.68060617   -78.47287117   -78.26513618   -78.05740119   -77.84966620   -77.64193120   -77.43419621   -77.22646122   -77.01872623   -76.81099123   -76.60325624   -76.39552125   -76.18778625   -75.98005126   -75.77231627   -75.56458128   -75.35684628   -75.14911129   -74.94137630   -74.73364131   -74.52590631   -74.31817132   -74.11043633   -73.90270134   -73.69496634   -73.48723135   -73.27949636   -73.07176136   -72.86402637   -72.65629138   -72.44855639   -72.24082139   -72.03308640   -71.82535141   -71.61761642   -71.40988142   -71.20214643   -70.99441144   -70.78667644   -70.57894145   -70.37120646   -70.16347147   -69.95573647   -69.74800148   -69.54026649   -69.33253150   -69.12479650   -68.91706151   -68.70932652   -68.50159152   -68.29385653   -68.08612154   -67.87838655   -67.67065155   -67.46291656   -67.25518157   -67.01689251   -66.75254263   -66.48819275   -66.22384287   -65.95949299   -65.69514311   -65.43079323   -65.16644335   -64.90209347   -64.63774359   -64.37339371
   -82.24240548   -82.03467049   -81.82693550   -81.61920050   -81.41146551   -81.20373052   -80.99599553   -80.78826053   -80.58052554   -80.37279055   -80.16505556   -79.95732056   -79.74958557   -79.54185058   -79.33411558   -79.12638059   -78.91864560   -78.71091061   -78.50317561   -78.29544062   -78.08770563   -77.87997064   -77.67223564   -77.46450065   -77.25676566   -77.04903067   -76.84129567   -76.63356068   -76.42582569   -76.21809069   -76.01035570   -75.80262071   -75.59488572   -75.38715072   -75.17941573   -74.97168074   -74.76394575   -74.55621075   -74.34847576   -74.14074077   -73.93300577   -73.72527078   -73.51753579   -73.30980080   -73.10206580   -72.89433081   -72.68659582   -72.47886083   -72.27112583   -72.06339084   -71.85565585   -71.64792085   -71.44018586   -71.23245087   -71.02471588   -70.81698088   -70.60924589   -70.40151090   -70.19377591   -69.98604091   -69.77830592   -69.57057093   -69.36283593   -69.15510094   -68.94736595   -68.73963096   -68.53189596   -68.32416097   -68.11642598   -67.90869099   -67.70095599   -67.49322100   -67.23695896   -66.97260908   -66.70825920   -66.44390932   -66.17955944   -65.91520956   -65.65085968   -65.38650980   -65.12215992   -64.85781004   -64.59346016   -64.32911028
